candle_begin_time,symbol,close,offset
2023-06-17,COTIUSDT,0.04538,0
2023-06-24,ATAUSDT,0.098,0
2023-06-24,IOTXUSDT,0.02044,0
2023-06-24,ICXUSDT,0.2209,0
2023-06-24,REEFUSDT,0.001724,0
2023-06-24,KLAYUSDT,0.1719,0
2023-06-24,ENSUSDT,8.652,0
2023-06-24,HFTUSDT,0.3747,0
2023-06-24,LPTUSDT,4.304,0
2023-06-24,BALUSDT,4.739,0
2023-06-24,PERPUSDT,0.5013,0
2023-06-24,IDEXUSDT,0.06023,0
2023-06-24,RVNUSDT,0.01953,0
2023-06-24,ARUSDT,5.373,0
2023-06-24,TRBUSDT,10.33,0
2023-06-24,CTKUSDT,0.6326,0
2023-06-24,GTCUSDT,1.133,0
2023-06-24,UMAUSDT,1.607,0
2023-06-24,DARUSDT,0.1083,0
2023-06-24,BLUEBIRDUSDT,6.582,0
2023-06-24,IOSTUSDT,0.008773,0
2023-06-24,XVSUSDT,3.867,0
2023-06-24,TLMUSDT,0.01197,0
2023-06-24,CVXUSDT,3.708,0
2023-06-24,FOOTBALLUSDT,395.27,0
2023-06-24,IOTAUSDT,0.1805,0
2023-06-24,COTIUSDT,0.05092,0
2023-06-24,1INCHUSDT,0.3261,0
2023-06-24,LEVERUSDT,0.001326,0
2023-06-24,NMRUSDT,13.15,0
2023-06-24,HOTUSDT,0.001416,0
2023-06-24,KSMUSDT,24.42,0
2023-06-24,CKBUSDT,0.003025,0
2023-06-24,BAKEUSDT,0.1102,0
2023-06-24,PHBUSDT,0.708,0
2023-06-24,BATUSDT,0.1988,0
2023-06-24,DEFIUSDT,458.9,0
2023-06-24,API3USDT,1.051,0
2023-07-01,TLMUSDT,0.01189,0
2023-07-01,DGBUSDT,0.00739,0
2023-07-01,SPELLUSDT,0.0004816,0
2023-07-01,DENTUSDT,0.000806,0
2023-07-01,REEFUSDT,0.001806,0
2023-07-01,COMBOUSDT,0.8744,0
2023-07-01,USDCUSDT,0.99956,0
2023-07-01,PERPUSDT,0.5566,0
2023-07-01,IOSTUSDT,0.008698,0
2023-07-01,LEVERUSDT,0.001331,0
2023-07-01,DEFIUSDT,492.3,0
2023-07-01,BALUSDT,4.89,0
2023-07-01,FOOTBALLUSDT,393.81,0
2023-07-01,QNTUSDT,111.52,0
2023-07-01,IOTXUSDT,0.02015,0
2023-07-01,HFTUSDT,0.3825,0
2023-07-01,CVXUSDT,3.735,0
2023-07-01,SKLUSDT,0.02815,0
2023-07-01,BLUEBIRDUSDT,6.813,0
2023-07-01,AMBUSDT,0.00819,0
2023-07-01,ASTRUSDT,0.04441,0
2023-07-01,CKBUSDT,0.003044,0
2023-07-01,KSMUSDT,26.25,0
2023-07-01,COTIUSDT,0.05342,0
2023-07-01,FXSUSDT,5.935,0
2023-07-01,BAKEUSDT,0.1128,0
2023-07-01,MDTUSDT,0.05003,0
2023-07-01,IDEXUSDT,0.05986,0
2023-07-01,DARUSDT,0.11,0
2023-07-01,GTCUSDT,1.152,0
2023-07-01,STMXUSDT,0.00403,0
2023-07-01,CTKUSDT,0.628,0
2023-07-01,API3USDT,1.064,0
2023-07-01,ATAUSDT,0.0988,0
2023-07-01,NMRUSDT,13.53,0
2023-07-01,BTCDOMUSDT,1838.7,0
2023-07-01,HOTUSDT,0.001395,0
2023-07-08,UMAUSDT,1.603,0
2023-07-08,LEVERUSDT,0.001308,0
2023-07-08,ATAUSDT,0.0919,0
2023-07-08,CHRUSDT,0.1241,0
2023-07-08,IOTAUSDT,0.1814,0
2023-07-08,PERPUSDT,0.5059,0
2023-07-08,DUSKUSDT,0.11823,0
2023-07-08,AMBUSDT,0.00681,0
2023-07-08,TLMUSDT,0.01116,0
2023-07-08,HFTUSDT,0.3586,0
2023-07-08,DEFIUSDT,476.7,0
2023-07-08,CTKUSDT,0.575,0
2023-07-08,IDEXUSDT,0.05648,0
2023-07-08,DARUSDT,0.1012,0
2023-07-08,COMBOUSDT,0.7535,0
2023-07-08,JASMYUSDT,0.00403,0
2023-07-08,DENTUSDT,0.000782,0
2023-07-08,CKBUSDT,0.002853,0
2023-07-08,TRUUSDT,0.03927,0
2023-07-08,LUNA2USDT,0.5923,0
2023-07-08,GALUSDT,1.1669,0
2023-07-08,OGNUSDT,0.0837,0
2023-07-08,BLUEBIRDUSDT,6.525,0
2023-07-08,ASTRUSDT,0.04293,0
2023-07-08,IOSTUSDT,0.008309,0
2023-07-08,GMXUSDT,55.65,0
2023-07-08,COTIUSDT,0.04921,0
2023-07-08,RSRUSDT,0.002039,0
2023-07-08,JOEUSDT,0.3767,0
2023-07-08,QNTUSDT,103.84,0
2023-07-08,NMRUSDT,13.04,0
2023-07-08,HOTUSDT,0.001325,0
2023-07-08,BALUSDT,4.585,0
2023-07-08,API3USDT,1.037,0
2023-07-08,BTCDOMUSDT,1870.3,0
2023-07-08,EGLDUSDT,34.22,0
2023-07-08,USDCUSDT,0.9993,0
2023-07-15,UMAUSDT,1.644,0
2023-07-15,REEFUSDT,0.001739,0
2023-07-15,BATUSDT,0.2103,0
2023-07-15,DENTUSDT,0.000818,0
2023-07-15,BALUSDT,4.813,0
2023-07-15,DEFIUSDT,521.2,0
2023-07-15,SPELLUSDT,0.0005029,0
2023-07-15,KSMUSDT,24.66,0
2023-07-15,DGBUSDT,0.00829,0
2023-07-15,LPTUSDT,4.638,0
2023-07-15,TRUUSDT,0.03945,0
2023-07-15,CKBUSDT,0.002909,0
2023-07-15,MDTUSDT,0.05117,0
2023-07-15,TLMUSDT,0.01186,0
2023-07-15,BLZUSDT,0.05872,0
2023-07-15,BLUEBIRDUSDT,6.995,0
2023-07-15,DARUSDT,0.1064,0
2023-07-15,IDEXUSDT,0.05677,0
2023-07-15,CTKUSDT,0.6129,0
2023-07-15,LEVERUSDT,0.001357,0
2023-07-15,COMBOUSDT,0.7277,0
2023-07-15,ASTRUSDT,0.04378,0
2023-07-15,HFTUSDT,0.3663,0
2023-07-15,XVSUSDT,4.763,0
2023-07-15,SKLUSDT,0.02934,0
2023-07-15,PERPUSDT,0.5321,0
2023-07-15,NMRUSDT,13.36,0
2023-07-15,OGNUSDT,0.0836,0
2023-07-15,CVXUSDT,3.987,0
2023-07-15,RVNUSDT,0.02,0
2023-07-15,ATAUSDT,0.0931,0
2023-07-15,RADUSDT,1.647,0
2023-07-15,TRBUSDT,10.94,0
2023-07-15,USDCUSDT,0.99922,0
2023-07-15,FOOTBALLUSDT,402.2,0
2023-07-15,KEYUSDT,0.006045,0
2023-07-15,HOTUSDT,0.001358,0
2023-07-22,RADUSDT,1.541,0
2023-07-22,NMRUSDT,12.81,0
2023-07-22,PERPUSDT,0.4919,0
2023-07-22,GTCUSDT,1.077,0
2023-07-22,RVNUSDT,0.01918,0
2023-07-22,KSMUSDT,22.95,0
2023-07-22,DEFIUSDT,517.7,0
2023-07-22,COTIUSDT,0.05154,0
2023-07-22,OGNUSDT,0.0754,0
2023-07-22,USDCUSDT,0.99959,0
2023-07-22,COMBOUSDT,0.6647,0
2023-07-22,KLAYUSDT,0.166,0
2023-07-22,DASHUSDT,32.57,0
2023-07-22,LEVERUSDT,0.001192,0
2023-07-22,MDTUSDT,0.04769,0
2023-07-22,REEFUSDT,0.001613,0
2023-07-22,CVXUSDT,3.565,0
2023-07-22,BLUEBIRDUSDT,6.797,0
2023-07-22,TRUUSDT,0.03501,0
2023-07-22,FXSUSDT,5.991,0
2023-07-22,SPELLUSDT,0.0004742,0
2023-07-22,ATAUSDT,0.0846,0
2023-07-22,ALICEUSDT,0.992,0
2023-07-22,TLMUSDT,0.01089,0
2023-07-22,1000FLOKIUSDT,0.02377,0
2023-07-22,CELRUSDT,0.01495,0
2023-07-22,CHRUSDT,0.1179,0
2023-07-22,ENSUSDT,9.608,0
2023-07-22,KEYUSDT,0.005368,0
2023-07-22,SFPUSDT,0.4284,0
2023-07-22,BTCDOMUSDT,1785.5,0
2023-07-22,CTKUSDT,0.604,0
2023-07-22,IOSTUSDT,0.008961,0
2023-07-22,HFTUSDT,0.3512,0
2023-07-22,HOTUSDT,0.001296,0
2023-07-22,CKBUSDT,0.002769,0
2023-07-22,SSVUSDT,17.48,0
2023-07-29,DEFIUSDT,527.2,0
2023-07-29,AMBUSDT,0.00688,0
2023-07-29,TLMUSDT,0.01097,0
2023-07-29,GALUSDT,1.3033,0
2023-07-29,IOSTUSDT,0.009317,0
2023-07-29,CKBUSDT,0.002816,0
2023-07-29,BTCDOMUSDT,1747.1,0
2023-07-29,API3USDT,0.985,0
2023-07-29,LEVERUSDT,0.001204,0
2023-07-29,KSMUSDT,23.38,0
2023-07-29,ENSUSDT,9.515,0
2023-07-29,PERPUSDT,0.4784,0
2023-07-29,RVNUSDT,0.01855,0
2023-07-29,IOTAUSDT,0.1791,0
2023-07-29,XVSUSDT,4.469,0
2023-07-29,QTUMUSDT,2.624,0
2023-07-29,USDCUSDT,0.99947,0
2023-07-29,BNXUSDT,0.2444,0
2023-07-29,ICXUSDT,0.2283,0
2023-07-29,ATAUSDT,0.0836,0
2023-07-29,BLUEBIRDUSDT,7.111,0
2023-07-29,SKLUSDT,0.02745,0
2023-07-29,KLAYUSDT,0.163,0
2023-07-29,BAKEUSDT,0.0948,0
2023-07-29,IDEXUSDT,0.05146,0
2023-07-29,IOTXUSDT,0.01912,0
2023-07-29,CTKUSDT,0.5901,0
2023-07-29,HFTUSDT,0.3432,0
2023-07-29,JOEUSDT,0.3314,0
2023-07-29,PHBUSDT,0.6072,0
2023-07-29,ALICEUSDT,0.96,0
2023-07-29,CELRUSDT,0.01446,0
2023-07-29,ONEUSDT,0.0121,0
2023-07-29,BLZUSDT,0.05466,0
2023-07-29,TRUUSDT,0.03569,0
2023-07-29,AUDIOUSDT,0.1799,0
2023-07-29,LPTUSDT,4.2,0
2023-08-05,COMBOUSDT,0.5982,0
2023-08-05,AUDIOUSDT,0.1697,0
2023-08-05,PHBUSDT,0.5692,0
2023-08-05,SKLUSDT,0.0265,0
2023-08-05,ATAUSDT,0.079,0
2023-08-05,DEFIUSDT,488.8,0
2023-08-05,NMRUSDT,12.95,0
2023-08-05,DUSKUSDT,0.11983,0
2023-08-05,HFTUSDT,0.3467,0
2023-08-05,BANDUSDT,1.2006,0
2023-08-05,IOTAUSDT,0.1702,0
2023-08-05,EGLDUSDT,31.11,0
2023-08-05,HOOKUSDT,0.928,0
2023-08-05,BALUSDT,4.227,0
2023-08-05,KEYUSDT,0.005266,0
2023-08-05,AMBUSDT,0.00623,0
2023-08-05,BLUEBIRDUSDT,6.958,0
2023-08-05,LEVERUSDT,0.001122,0
2023-08-05,PEOPLEUSDT,0.01271,0
2023-08-05,ALICEUSDT,0.955,0
2023-08-05,LPTUSDT,3.943,0
2023-08-05,IDEXUSDT,0.05001,0
2023-08-05,CTKUSDT,0.5639,0
2023-08-05,MINAUSDT,0.4353,0
2023-08-05,NKNUSDT,0.09385,0
2023-08-05,TRUUSDT,0.03295,0
2023-08-05,RADUSDT,1.53,0
2023-08-05,DGBUSDT,0.00787,0
2023-08-05,REEFUSDT,0.00146,0
2023-08-05,BLZUSDT,0.04962,0
2023-08-05,XVSUSDT,4.42,0
2023-08-05,MDTUSDT,0.04491,0
2023-08-05,ARUSDT,5.273,0
2023-08-05,RVNUSDT,0.01773,0
2023-08-05,CKBUSDT,0.002917,0
2023-08-05,LITUSDT,0.659,0
2023-08-05,KLAYUSDT,0.155,0
2023-08-05,BTCDOMUSDT,1806.6,0
2023-08-12,ONEUSDT,0.01126,0
2023-08-12,ENSUSDT,9.011,0
2023-08-12,PERPUSDT,0.4946,0
2023-08-12,FOOTBALLUSDT,435.57,0
2023-08-12,ENJUSDT,0.2902,0
2023-08-12,CVXUSDT,3.106,0
2023-08-12,OCEANUSDT,0.3397,0
2023-08-12,BLUEBIRDUSDT,6.942,0
2023-08-12,FLMUSDT,0.0672,0
2023-08-12,BTCDOMUSDT,1819.1,0
2023-08-12,NMRUSDT,12.82,0
2023-08-12,JOEUSDT,0.2997,0
2023-08-12,AGIXUSDT,0.2065,0
2023-08-12,PENDLEUSDT,0.6974,0
2023-08-12,SSVUSDT,17.6,0
2023-08-12,ALPHAUSDT,0.10333,0
2023-08-12,RENUSDT,0.05579,0
2023-08-12,QNTUSDT,101.93,0
2023-08-12,IOTAUSDT,0.1714,0
2023-08-12,NEOUSDT,8.5,0
2023-08-12,TUSDT,0.02359,0
2023-08-12,BELUSDT,0.655,0
2023-08-12,MDTUSDT,0.0437,0
2023-08-12,IOTXUSDT,0.01752,0
2023-08-12,DEFIUSDT,499.0,0
2023-08-12,KEYUSDT,0.005277,0
2023-08-12,AMBUSDT,0.00672,0
2023-08-12,RVNUSDT,0.01796,0
2023-08-12,ICXUSDT,0.2121,0
2023-08-12,ROSEUSDT,0.04746,0
2023-08-12,KLAYUSDT,0.1583,0
2023-08-12,SPELLUSDT,0.0004817,0
2023-08-12,CELRUSDT,0.0142,0
2023-08-12,IDEXUSDT,0.05346,0
2023-08-12,XVSUSDT,4.298,0
2023-08-12,HOTUSDT,0.001274,0
2023-08-12,ZECUSDT,29.22,0
2023-08-12,DGBUSDT,0.00787,0
2023-08-19,IOTXUSDT,0.01432,0
2023-08-19,IOTAUSDT,0.1462,0
2023-08-19,UMAUSDT,1.425,0
2023-08-19,RVNUSDT,0.01593,0
2023-08-19,DGBUSDT,0.00692,0
2023-08-19,IDEXUSDT,0.04467,0
2023-08-19,NKNUSDT,0.08421,0
2023-08-19,QNTUSDT,100.02,0
2023-08-19,KLAYUSDT,0.1416,0
2023-08-19,IOSTUSDT,0.007218,0
2023-08-19,PERPUSDT,0.4235,0
2023-08-19,SKLUSDT,0.0218,0
2023-08-19,DENTUSDT,0.000672,0
2023-08-19,HFTUSDT,0.3417,0
2023-08-19,XVSUSDT,3.818,0
2023-08-19,BLUEBIRDUSDT,6.037,0
2023-08-19,SPELLUSDT,0.0004006,0
2023-08-19,RADUSDT,1.345,0
2023-08-19,DEFIUSDT,437.1,0
2023-08-19,CELRUSDT,0.01181,0
2023-08-19,TRUUSDT,0.03002,0
2023-08-19,USDCUSDT,0.9997,0
2023-08-19,JOEUSDT,0.2474,0
2023-08-19,HOTUSDT,0.001112,0
2023-08-19,RLCUSDT,1.0515,0
2023-08-19,BNXUSDT,0.2019,0
2023-08-19,BANDUSDT,1.0312,0
2023-08-19,CKBUSDT,0.002778,0
2023-08-19,ENSUSDT,8.084,0
2023-08-19,AGLDUSDT,0.5059,0
2023-08-19,BALUSDT,3.701,0
2023-08-19,BTCDOMUSDT,1816.0,0
2023-08-19,COMBOUSDT,0.5013,0
2023-08-19,NMRUSDT,11.42,0
2023-08-19,COTIUSDT,0.0401,0
2023-08-19,DARUSDT,0.0835,0
2023-08-19,CTKUSDT,0.4936,0
2023-08-19,CHRUSDT,0.0904,0
2023-08-19,CTSIUSDT,0.1214,0
2023-08-26,ALICEUSDT,0.758,0
2023-08-26,RADUSDT,1.31,0
2023-08-26,PHBUSDT,0.4936,0
2023-08-26,IOSTUSDT,0.007305,0
2023-08-26,ENSUSDT,7.896,0
2023-08-26,LUNA2USDT,0.4137,0
2023-08-26,ZRXUSDT,0.1712,0
2023-08-26,COMBOUSDT,0.4761,0
2023-08-26,CTSIUSDT,0.1192,0
2023-08-26,TLMUSDT,0.00978,0
2023-08-26,KEYUSDT,0.004241,0
2023-08-26,RLCUSDT,0.9841,0
2023-08-26,1000FLOKIUSDT,0.0176,0
2023-08-26,ICXUSDT,0.1685,0
2023-08-26,MDTUSDT,0.03764,0
2023-08-26,USDCUSDT,1.0,0
2023-08-26,SPELLUSDT,0.0003898,0
2023-08-26,TUSDT,0.01827,0
2023-08-26,NKNUSDT,0.0832,0
2023-08-26,DEFIUSDT,425.8,0
2023-08-26,UMAUSDT,1.359,0
2023-08-26,BLUEBIRDUSDT,5.995,0
2023-08-26,AGLDUSDT,0.4889,0
2023-08-26,BTCDOMUSDT,1834.4,0
2023-08-26,SKLUSDT,0.02185,0
2023-08-26,CELRUSDT,0.01122,0
2023-08-26,DGBUSDT,0.0068,0
2023-08-26,CKBUSDT,0.002667,0
2023-08-26,CVXUSDT,2.742,0
2023-08-26,IOTXUSDT,0.01359,0
2023-08-26,XVSUSDT,3.638,0
2023-08-26,KLAYUSDT,0.1398,0
2023-08-26,PERPUSDT,0.4029,0
2023-08-26,COTIUSDT,0.03831,0
2023-08-26,HOTUSDT,0.001075,0
2023-08-26,ZENUSDT,7.094,0
2023-08-26,IDEXUSDT,0.04299,0
2023-08-26,MAVUSDT,0.2084,0
2023-08-26,NMRUSDT,11.38,0
2023-09-02,HOTUSDT,0.001042,0
2023-09-02,SPELLUSDT,0.0003862,0
2023-09-02,QTUMUSDT,2.083,0
2023-09-02,CKBUSDT,0.002714,0
2023-09-02,MINAUSDT,0.3725,0
2023-09-02,FOOTBALLUSDT,387.39,0
2023-09-02,BATUSDT,0.1672,0
2023-09-02,CVXUSDT,2.694,0
2023-09-02,DGBUSDT,0.00676,0
2023-09-02,QNTUSDT,99.52,0
2023-09-02,IOTXUSDT,0.01368,0
2023-09-02,DUSKUSDT,0.09566,0
2023-09-02,LQTYUSDT,0.8089,0
2023-09-02,LUNA2USDT,0.4004,0
2023-09-02,COTIUSDT,0.03757,0
2023-09-02,DEFIUSDT,433.8,0
2023-09-02,AUDIOUSDT,0.1495,0
2023-09-02,BLUEBIRDUSDT,5.954,0
2023-09-02,DASHUSDT,25.3,0
2023-09-02,ARUSDT,4.14,0
2023-09-02,ZRXUSDT,0.164,0
2023-09-02,IOSTUSDT,0.006961,0
2023-09-02,LRCUSDT,0.178,0
2023-09-02,TLMUSDT,0.00934,0
2023-09-02,FLMUSDT,0.0535,0
2023-09-02,TUSDT,0.0171,0
2023-09-02,ICXUSDT,0.16,0
2023-09-02,KLAYUSDT,0.133,0
2023-09-02,CELRUSDT,0.01122,0
2023-09-02,BTCDOMUSDT,1846.6,0
2023-09-02,NKNUSDT,0.08579,0
2023-09-02,UMAUSDT,1.375,0
2023-09-02,BALUSDT,3.395,0
2023-09-02,BNXUSDT,0.1861,0
2023-09-02,RVNUSDT,0.01498,0
2023-09-02,USDCUSDT,0.99983,0
2023-09-02,1000FLOKIUSDT,0.01702,0
2023-09-02,DENTUSDT,0.000618,0
2023-09-02,RENUSDT,0.04539,0
2023-09-09,DASHUSDT,26.55,0
2023-09-09,RVNUSDT,0.0151,0
2023-09-09,CVXUSDT,2.567,0
2023-09-09,PENDLEUSDT,0.6198,0
2023-09-09,DENTUSDT,0.000636,0
2023-09-09,ZENUSDT,7.179,0
2023-09-09,QTUMUSDT,2.135,0
2023-09-09,DEFIUSDT,462.8,0
2023-09-09,ENSUSDT,7.716,0
2023-09-09,CKBUSDT,0.002833,0
2023-09-09,ICXUSDT,0.1687,0
2023-09-09,ZECUSDT,25.33,0
2023-09-09,RDNTUSDT,0.224,0
2023-09-09,FXSUSDT,5.398,0
2023-09-09,BALUSDT,3.392,0
2023-09-09,QNTUSDT,98.23,0
2023-09-09,ANKRUSDT,0.0188,0
2023-09-09,DGBUSDT,0.00669,0
2023-09-09,MINAUSDT,0.3872,0
2023-09-09,STGUSDT,0.54,0
2023-09-09,ARUSDT,4.29,0
2023-09-09,ONEUSDT,0.00984,0
2023-09-09,INJUSDT,6.681,0
2023-09-09,YFIUSDT,5391.0,0
2023-09-09,ZILUSDT,0.01642,0
2023-09-09,BTCDOMUSDT,1847.0,0
2023-09-09,TUSDT,0.01765,0
2023-09-09,BLUEBIRDUSDT,5.965,0
2023-09-09,KSMUSDT,19.12,0
2023-09-09,FOOTBALLUSDT,379.86,0
2023-09-09,USDCUSDT,0.99987,0
2023-09-09,1000XECUSDT,0.02341,0
2023-09-09,BATUSDT,0.1703,0
2023-09-09,SKLUSDT,0.02308,0
2023-09-09,KLAYUSDT,0.1332,0
2023-09-09,IMXUSDT,0.5344,0
2023-09-09,IOSTUSDT,0.007201,0
2023-09-09,ROSEUSDT,0.04002,0
2023-09-09,XTZUSDT,0.695,0
2023-09-16,DEFIUSDT,504.9,0
2023-09-16,BALUSDT,3.351,0
2023-09-16,DGBUSDT,0.00658,0
2023-09-16,ANTUSDT,4.313,0
2023-09-16,ROSEUSDT,0.04057,0
2023-09-16,BATUSDT,0.1763,0
2023-09-16,SKLUSDT,0.02407,0
2023-09-16,USDCUSDT,0.99941,0
2023-09-16,ZENUSDT,7.428,0
2023-09-16,JASMYUSDT,0.00362,0
2023-09-16,CELRUSDT,0.01192,0
2023-09-16,BANDUSDT,1.0366,0
2023-09-16,QNTUSDT,91.42,0
2023-09-16,MINAUSDT,0.3843,0
2023-09-16,BLUEBIRDUSDT,5.943,0
2023-09-16,ICXUSDT,0.1753,0
2023-09-16,KSMUSDT,19.24,0
2023-09-16,DASHUSDT,26.77,0
2023-09-16,ZECUSDT,26.03,0
2023-09-16,IOSTUSDT,0.007318,0
2023-09-16,ICPUSDT,3.004,0
2023-09-16,ALICEUSDT,0.781,0
2023-09-16,REEFUSDT,0.001337,0
2023-09-16,RVNUSDT,0.01512,0
2023-09-16,RENUSDT,0.04902,0
2023-09-16,BTCDOMUSDT,1895.5,0
2023-09-16,1000FLOKIUSDT,0.01617,0
2023-09-16,HFTUSDT,0.3206,0
2023-09-16,ONEUSDT,0.01002,0
2023-09-16,CTKUSDT,0.4706,0
2023-09-16,FXSUSDT,5.383,0
2023-09-16,LQTYUSDT,0.8251,0
2023-09-16,TUSDT,0.01804,0
2023-09-16,RLCUSDT,1.0503,0
2023-09-16,NKNUSDT,0.0893,0
2023-09-16,ALPHAUSDT,0.07834,0
2023-09-16,GMXUSDT,32.65,0
2023-09-16,OMGUSDT,0.4588,0
2023-09-16,CKBUSDT,0.002784,0
2023-09-16,MINAUSDT,0.3843,0
2023-09-16,CKBUSDT,0.002784,0
2023-09-16,RLCUSDT,1.0505,0
2023-09-16,1000FLOKIUSDT,0.01618,0
2023-09-16,BALUSDT,3.351,0
2023-09-16,KSMUSDT,19.25,0
2023-09-16,ROSEUSDT,0.04057,0
2023-09-16,REEFUSDT,0.001337,0
2023-09-16,DGBUSDT,0.00659,0
2023-09-16,DASHUSDT,26.77,0
2023-09-16,ANTUSDT,4.313,0
2023-09-16,BLUEBIRDUSDT,5.943,0
2023-09-16,LQTYUSDT,0.8252,0
2023-09-16,ONEUSDT,0.01003,0
2023-09-16,GMXUSDT,32.65,0
2023-09-16,QNTUSDT,91.34,0
2023-09-16,ZENUSDT,7.429,0
2023-09-16,TUSDT,0.01804,0
2023-09-16,OMGUSDT,0.4591,0
2023-09-16,ICXUSDT,0.1754,0
2023-09-16,RVNUSDT,0.01512,0
2023-09-16,USDCUSDT,0.9994,0
2023-09-16,ALICEUSDT,0.781,0
2023-09-16,BATUSDT,0.1763,0
2023-09-16,HFTUSDT,0.3207,0
2023-09-16,ZECUSDT,26.02,0
2023-09-16,JASMYUSDT,0.003621,0
2023-09-16,ICPUSDT,3.004,0
2023-09-16,CELRUSDT,0.01192,0
2023-09-16,SKLUSDT,0.02407,0
2023-09-16,CTKUSDT,0.4705,0
2023-09-16,NKNUSDT,0.08937,0
2023-09-16,BTCDOMUSDT,1895.5,0
2023-09-16,IOSTUSDT,0.007324,0
2023-09-16,ALPHAUSDT,0.07834,0
2023-09-16,BANDUSDT,1.0366,0
2023-09-16,DEFIUSDT,504.7,0
2023-09-16,FXSUSDT,5.383,0
2023-09-16,RENUSDT,0.04905,0
2023-09-23,MAGICUSDT,0.472,0
2023-09-23,ZECUSDT,26.61,0
2023-09-23,HFTUSDT,0.3071,0
2023-09-23,DEFIUSDT,500.8,0
2023-09-23,OMGUSDT,0.4457,0
2023-09-23,FXSUSDT,5.408,0
2023-09-23,KLAYUSDT,0.1115,0
2023-09-23,LRCUSDT,0.1743,0
2023-09-23,DODOXUSDT,0.09964,0
2023-09-23,KSMUSDT,18.66,0
2023-09-23,CTSIUSDT,0.1259,0
2023-09-23,COTIUSDT,0.04284,0
2023-09-23,ARUSDT,4.171,0
2023-09-23,FOOTBALLUSDT,365.91,0
2023-09-23,ALICEUSDT,0.758,0
2023-09-23,BLUEBIRDUSDT,5.857,0
2023-09-23,DENTUSDT,0.000614,0
2023-09-23,XEMUSDT,0.0263,0
2023-09-23,CKBUSDT,0.002709,0
2023-09-23,USDCUSDT,0.9995,0
2023-09-23,NKNUSDT,0.08616,0
2023-09-23,WOOUSDT,0.16686,0
2023-09-23,BTCDOMUSDT,1930.5,0
2023-09-23,HOTUSDT,0.001046,0
2023-09-23,RLCUSDT,1.0074,0
